"Protein","Missing_Rate_Percent","Missingness_Threshold_Percent","Status"
"GNG11",23.489932885906,50,"Retained"
"GPBP1L1",23.489932885906,50,"Retained"
"HEG1",23.489932885906,50,"Retained"
"HOMER1",23.489932885906,50,"Retained"
"IGHV1.58",23.489932885906,50,"Retained"
"IGHV1OR15.9",23.489932885906,50,"Retained"
"IGHV4.31",23.489932885906,50,"Retained"
"KDM8",23.489932885906,50,"Retained"
"MMADHC",23.489932885906,50,"Retained"
"NECTIN4",23.489932885906,50,"Retained"
"NOS1AP",23.489932885906,50,"Retained"
"PDX1",23.489932885906,50,"Retained"
"PI4K2B",23.489932885906,50,"Retained"
"PIAS4",23.489932885906,50,"Retained"
"RAD17",23.489932885906,50,"Retained"
"RUNX3",23.489932885906,50,"Retained"
"SLC38A2",23.489932885906,50,"Retained"
"TMUB1",23.489932885906,50,"Retained"
"ZNF276",23.489932885906,50,"Retained"
"ANOS1",22.8187919463087,50,"Retained"
"C1orf52",22.8187919463087,50,"Retained"
"CCNY",22.8187919463087,50,"Retained"
"CD58",22.8187919463087,50,"Retained"
"COL5A3",22.8187919463087,50,"Retained"
"DEPDC5",22.8187919463087,50,"Retained"
"DGAT1",22.8187919463087,50,"Retained"
"DHX33",22.8187919463087,50,"Retained"
"DLC1",22.8187919463087,50,"Retained"
"ERICH1",22.8187919463087,50,"Retained"
"ERRFI1",22.8187919463087,50,"Retained"
"FAM210B",22.8187919463087,50,"Retained"
"GFOD2",22.8187919463087,50,"Retained"
"HMG20B",22.8187919463087,50,"Retained"
"HPSE",22.8187919463087,50,"Retained"
"IFNGR1",22.8187919463087,50,"Retained"
"IGHMBP2",22.8187919463087,50,"Retained"
"KIAA0408",22.8187919463087,50,"Retained"
"KLHL11",22.8187919463087,50,"Retained"
"KMT2E",22.8187919463087,50,"Retained"
"LACC1",22.8187919463087,50,"Retained"
"LYSMD1",22.8187919463087,50,"Retained"
"MEA1",22.8187919463087,50,"Retained"
"MOCS1",22.8187919463087,50,"Retained"
"NCBP2AS2",22.8187919463087,50,"Retained"
"NPY",22.8187919463087,50,"Retained"
"OLFML2B",22.8187919463087,50,"Retained"
"PET100",22.8187919463087,50,"Retained"
"ZFP64",22.8187919463087,50,"Retained"
"ZFYVE9",22.8187919463087,50,"Retained"
"ADH1A",22.1476510067114,50,"Retained"
"ATP6V1G2",22.1476510067114,50,"Retained"
"CALB1",22.1476510067114,50,"Retained"
"CEP76",22.1476510067114,50,"Retained"
"CNST",22.1476510067114,50,"Retained"
"CRIM1",22.1476510067114,50,"Retained"
"ESPN",22.1476510067114,50,"Retained"
"FBXW5",22.1476510067114,50,"Retained"
"GLS2",22.1476510067114,50,"Retained"
"HAUS3",22.1476510067114,50,"Retained"
"MAB21L4",22.1476510067114,50,"Retained"
"MAFG",22.1476510067114,50,"Retained"
"PDGFRA",22.1476510067114,50,"Retained"
"PDZK1IP1",22.1476510067114,50,"Retained"
"POLE",22.1476510067114,50,"Retained"
"PPDPF",22.1476510067114,50,"Retained"
"RNF149",22.1476510067114,50,"Retained"
"SLC30A7",22.1476510067114,50,"Retained"
"SP140L",22.1476510067114,50,"Retained"
"TOMM20",22.1476510067114,50,"Retained"
"TTC3",22.1476510067114,50,"Retained"
"UBE3B",22.1476510067114,50,"Retained"
"USP22",22.1476510067114,50,"Retained"
"WNT11",22.1476510067114,50,"Retained"
"ZFHX3",22.1476510067114,50,"Retained"
"AGAP2",21.4765100671141,50,"Retained"
"ANKRD12",21.4765100671141,50,"Retained"
"ATG101",21.4765100671141,50,"Retained"
"CD84",21.4765100671141,50,"Retained"
"CERS4",21.4765100671141,50,"Retained"
"CKMT2",21.4765100671141,50,"Retained"
"CSGALNACT2",21.4765100671141,50,"Retained"
"DAZAP2",21.4765100671141,50,"Retained"
"DNAJC12",21.4765100671141,50,"Retained"
"ETFRF1",21.4765100671141,50,"Retained"
"GBA2",21.4765100671141,50,"Retained"
"GDPD3",21.4765100671141,50,"Retained"
"GHITM",21.4765100671141,50,"Retained"
"GRP",21.4765100671141,50,"Retained"
"HPS4",21.4765100671141,50,"Retained"
"IL33",21.4765100671141,50,"Retained"
"IL6ST",21.4765100671141,50,"Retained"
"INO80E",21.4765100671141,50,"Retained"
"KIF23",21.4765100671141,50,"Retained"
"KTI12",21.4765100671141,50,"Retained"
"PGAM2",21.4765100671141,50,"Retained"
"PI4K2A",21.4765100671141,50,"Retained"
"PKIG",21.4765100671141,50,"Retained"
"PWWP2A",21.4765100671141,50,"Retained"
"RAB6B",21.4765100671141,50,"Retained"
"RALGPS2",21.4765100671141,50,"Retained"
"RNF167",21.4765100671141,50,"Retained"
"SAYSD1",21.4765100671141,50,"Retained"
"SEMG2",21.4765100671141,50,"Retained"
"SFXN5",21.4765100671141,50,"Retained"
"SLC26A2",21.4765100671141,50,"Retained"
"STON2",21.4765100671141,50,"Retained"
"TBC1D8",21.4765100671141,50,"Retained"
"TNN",21.4765100671141,50,"Retained"
"TOP3A",21.4765100671141,50,"Retained"
"TTI1",21.4765100671141,50,"Retained"
"UBE2L5",21.4765100671141,50,"Retained"
"YIPF6",21.4765100671141,50,"Retained"
"ANKRD11",20.8053691275168,50,"Retained"
"ATF1",20.8053691275168,50,"Retained"
"BCLAF3",20.8053691275168,50,"Retained"
"BTBD1",20.8053691275168,50,"Retained"
"CEP120",20.8053691275168,50,"Retained"
"CHCHD1",20.8053691275168,50,"Retained"
"CHML",20.8053691275168,50,"Retained"
"FZD6",20.8053691275168,50,"Retained"
"GDF15",20.8053691275168,50,"Retained"
"GLIPR1",20.8053691275168,50,"Retained"
"IL18BP",20.8053691275168,50,"Retained"
"ITGA9",20.8053691275168,50,"Retained"
"MGAM2",20.8053691275168,50,"Retained"
"MRAS",20.8053691275168,50,"Retained"
"PCSK9",20.8053691275168,50,"Retained"
"PDGFC",20.8053691275168,50,"Retained"
"PLAAT3",20.8053691275168,50,"Retained"
"PPM1L",20.8053691275168,50,"Retained"
"PPP1R3G",20.8053691275168,50,"Retained"
"SCAI",20.8053691275168,50,"Retained"
"SCOC",20.8053691275168,50,"Retained"
"SLC34A3",20.8053691275168,50,"Retained"
"STK33",20.8053691275168,50,"Retained"
"SYNGR1",20.8053691275168,50,"Retained"
"TAF8",20.8053691275168,50,"Retained"
"TMEM159",20.8053691275168,50,"Retained"
"TNFRSF21",20.8053691275168,50,"Retained"
"WIPF3",20.8053691275168,50,"Retained"
"ZNF532",20.8053691275168,50,"Retained"
"AKR1C2",20.1342281879195,50,"Retained"
"CCL21",20.1342281879195,50,"Retained"
"CTNNAL1",20.1342281879195,50,"Retained"
"DCDC2",20.1342281879195,50,"Retained"
"FAM83G",20.1342281879195,50,"Retained"
"FBXO11",20.1342281879195,50,"Retained"
"FCGR2B",20.1342281879195,50,"Retained"
"GATAD1",20.1342281879195,50,"Retained"
"GEMIN8",20.1342281879195,50,"Retained"
"GRAP",20.1342281879195,50,"Retained"
"HLA.DQA1",20.1342281879195,50,"Retained"
"IGHV3.13",20.1342281879195,50,"Retained"
"KDM5C",20.1342281879195,50,"Retained"
"LIN54",20.1342281879195,50,"Retained"
"LMBRD1",20.1342281879195,50,"Retained"
"MZT1",20.1342281879195,50,"Retained"
"NCOA1",20.1342281879195,50,"Retained"
"NDUFAF8",20.1342281879195,50,"Retained"
"NIN",20.1342281879195,50,"Retained"
"PDCD2L",20.1342281879195,50,"Retained"
"R3HDM1",20.1342281879195,50,"Retained"
"RBFA",20.1342281879195,50,"Retained"
"SLC6A14",20.1342281879195,50,"Retained"
"TMEM102",20.1342281879195,50,"Retained"
"TMEM147",20.1342281879195,50,"Retained"
"UBE2B",20.1342281879195,50,"Retained"
"UBE2E2",20.1342281879195,50,"Retained"
"ZC3H12A",20.1342281879195,50,"Retained"
"A2ML1",19.4630872483221,50,"Retained"
"ACVR1",19.4630872483221,50,"Retained"
"ANGEL2",19.4630872483221,50,"Retained"
"ANKRD10",19.4630872483221,50,"Retained"
"APBA3",19.4630872483221,50,"Retained"
"APC2",19.4630872483221,50,"Retained"
"CAMKK1",19.4630872483221,50,"Retained"
"CMTM3",19.4630872483221,50,"Retained"
"CNTROB",19.4630872483221,50,"Retained"
"DEFA4",19.4630872483221,50,"Retained"
"EIF1AY",19.4630872483221,50,"Retained"
"FBXO21",19.4630872483221,50,"Retained"
"LYPD3",19.4630872483221,50,"Retained"
"LZTS3",19.4630872483221,50,"Retained"
"MAPK8IP3",19.4630872483221,50,"Retained"
"MMP3",19.4630872483221,50,"Retained"
"NAPEPLD",19.4630872483221,50,"Retained"
"NEFM",19.4630872483221,50,"Retained"
"P3H2",19.4630872483221,50,"Retained"
"PLCXD3",19.4630872483221,50,"Retained"
"POP7",19.4630872483221,50,"Retained"
"PPFIA2",19.4630872483221,50,"Retained"
"PTP4A1",19.4630872483221,50,"Retained"
"RAD9A",19.4630872483221,50,"Retained"
"ROR1",19.4630872483221,50,"Retained"
"SFXN4",19.4630872483221,50,"Retained"
"SH3BP5L",19.4630872483221,50,"Retained"
"SMUG1",19.4630872483221,50,"Retained"
"TANGO6",19.4630872483221,50,"Retained"
"TFAP2A",19.4630872483221,50,"Retained"
"TRAPPC6A",19.4630872483221,50,"Retained"
"ZFC3H1",19.4630872483221,50,"Retained"
"ZNF740",19.4630872483221,50,"Retained"
"ZNHIT2",19.4630872483221,50,"Retained"
"ACTRT1",18.7919463087248,50,"Retained"
"BICDL2",18.7919463087248,50,"Retained"
"CCN3",18.7919463087248,50,"Retained"
"DNAJC16",18.7919463087248,50,"Retained"
"E2F4",18.7919463087248,50,"Retained"
"FAM185A",18.7919463087248,50,"Retained"
"FCF1",18.7919463087248,50,"Retained"
"FLI1",18.7919463087248,50,"Retained"
"GEMIN2",18.7919463087248,50,"Retained"
"GLT8D2",18.7919463087248,50,"Retained"
"GPA33",18.7919463087248,50,"Retained"
"GRAMD2B",18.7919463087248,50,"Retained"
"GSE1",18.7919463087248,50,"Retained"
"KLHL26",18.7919463087248,50,"Retained"
"MARVELD2",18.7919463087248,50,"Retained"
"MITF",18.7919463087248,50,"Retained"
"NDUFAF6",18.7919463087248,50,"Retained"
"NOP53",18.7919463087248,50,"Retained"
"NRBP2",18.7919463087248,50,"Retained"
"PABPN1",18.7919463087248,50,"Retained"
"PDSS2",18.7919463087248,50,"Retained"
"PPP1R14C",18.7919463087248,50,"Retained"
"PPTC7",18.7919463087248,50,"Retained"
"PRRX1",18.7919463087248,50,"Retained"
"RASSF6",18.7919463087248,50,"Retained"
"RCCD1",18.7919463087248,50,"Retained"
"RLF",18.7919463087248,50,"Retained"
"RNF2",18.7919463087248,50,"Retained"
"RRP36",18.7919463087248,50,"Retained"
"SLC25A10",18.7919463087248,50,"Retained"
"STRADA",18.7919463087248,50,"Retained"
"TEAD1",18.7919463087248,50,"Retained"
"TLR7",18.7919463087248,50,"Retained"
"TNFSF10",18.7919463087248,50,"Retained"
"TTC26",18.7919463087248,50,"Retained"
"VSIG2",18.7919463087248,50,"Retained"
"WDR54",18.7919463087248,50,"Retained"
"WDR73",18.7919463087248,50,"Retained"
"ZBTB21",18.7919463087248,50,"Retained"
"ACAP3",18.1208053691275,50,"Retained"
"ADAM19",18.1208053691275,50,"Retained"
"ADCK1",18.1208053691275,50,"Retained"
"ARL6IP6",18.1208053691275,50,"Retained"
"B3GNT2",18.1208053691275,50,"Retained"
"BCOR",18.1208053691275,50,"Retained"
"C14orf119",18.1208053691275,50,"Retained"
"CCDC117",18.1208053691275,50,"Retained"
"CHPF",18.1208053691275,50,"Retained"
"COCH",18.1208053691275,50,"Retained"
"CTNNBIP1",18.1208053691275,50,"Retained"
"DCBLD1",18.1208053691275,50,"Retained"
"DPAGT1",18.1208053691275,50,"Retained"
"FABP6",18.1208053691275,50,"Retained"
"GYG2",18.1208053691275,50,"Retained"
"JMY",18.1208053691275,50,"Retained"
"KBTBD4",18.1208053691275,50,"Retained"
"MFSD11",18.1208053691275,50,"Retained"
"NXT1",18.1208053691275,50,"Retained"
"PLA2G7",18.1208053691275,50,"Retained"
"PNMA8B",18.1208053691275,50,"Retained"
"RFLNB",18.1208053691275,50,"Retained"
"SERPINI1",18.1208053691275,50,"Retained"
"SKAP1",18.1208053691275,50,"Retained"
"SREK1IP1",18.1208053691275,50,"Retained"
"TBC1D20",18.1208053691275,50,"Retained"
"TENT5C",18.1208053691275,50,"Retained"
"TIMM17B",18.1208053691275,50,"Retained"
"TNRC6A",18.1208053691275,50,"Retained"
"UCK1",18.1208053691275,50,"Retained"
"UTP23",18.1208053691275,50,"Retained"
"VAV3",18.1208053691275,50,"Retained"
"VWA2",18.1208053691275,50,"Retained"
"WNT4",18.1208053691275,50,"Retained"
"ALOX15B",17.4496644295302,50,"Retained"
"CD3E",17.4496644295302,50,"Retained"
"CXCL5",17.4496644295302,50,"Retained"
"DERL3",17.4496644295302,50,"Retained"
"DGKH",17.4496644295302,50,"Retained"
"DTX2",17.4496644295302,50,"Retained"
"DVL1",17.4496644295302,50,"Retained"
"ESAM",17.4496644295302,50,"Retained"
"FAM210A",17.4496644295302,50,"Retained"
"FCN2",17.4496644295302,50,"Retained"
"GRAMD1A",17.4496644295302,50,"Retained"
"IFT57",17.4496644295302,50,"Retained"
"IGHV2.26",17.4496644295302,50,"Retained"
"IKBKE",17.4496644295302,50,"Retained"
"JAM3",17.4496644295302,50,"Retained"
"KIF21B",17.4496644295302,50,"Retained"
"KIF5C",17.4496644295302,50,"Retained"
"KIFC3",17.4496644295302,50,"Retained"
"LCK",17.4496644295302,50,"Retained"
"LRRC8A",17.4496644295302,50,"Retained"
"MASP2",17.4496644295302,50,"Retained"
"MED9",17.4496644295302,50,"Retained"
"MSANTD2",17.4496644295302,50,"Retained"
"MT1G",17.4496644295302,50,"Retained"
"NAPB",17.4496644295302,50,"Retained"
"NFYA",17.4496644295302,50,"Retained"
"PPP2R5B",17.4496644295302,50,"Retained"
"PRR15L",17.4496644295302,50,"Retained"
"SDS",17.4496644295302,50,"Retained"
"SERPINB4",17.4496644295302,50,"Retained"
"SOGA1",17.4496644295302,50,"Retained"
"SPP2",17.4496644295302,50,"Retained"
"SRD5A3",17.4496644295302,50,"Retained"
"TCEAL1",17.4496644295302,50,"Retained"
"THAP4",17.4496644295302,50,"Retained"
"TIMM22",17.4496644295302,50,"Retained"
"TMEM65",17.4496644295302,50,"Retained"
"TSR3",17.4496644295302,50,"Retained"
"ULK3",17.4496644295302,50,"Retained"
"UNC119",17.4496644295302,50,"Retained"
"UNC5B",17.4496644295302,50,"Retained"
"USP32",17.4496644295302,50,"Retained"
"ADGRE2",16.7785234899329,50,"Retained"
"ADRA2A",16.7785234899329,50,"Retained"
"AP4M1",16.7785234899329,50,"Retained"
"ATP1A3",16.7785234899329,50,"Retained"
"C19orf47",16.7785234899329,50,"Retained"
"C19orf53",16.7785234899329,50,"Retained"
"CDC42SE2",16.7785234899329,50,"Retained"
"CHRDL1",16.7785234899329,50,"Retained"
"CLASRP",16.7785234899329,50,"Retained"
"DDR2",16.7785234899329,50,"Retained"
"DENND1C",16.7785234899329,50,"Retained"
"ECHDC2",16.7785234899329,50,"Retained"
"EIF5A2",16.7785234899329,50,"Retained"
"FSD1L",16.7785234899329,50,"Retained"
"IGLV7.46",16.7785234899329,50,"Retained"
"KCTD5",16.7785234899329,50,"Retained"
"MAFF",16.7785234899329,50,"Retained"
"MINDY2",16.7785234899329,50,"Retained"
"NCOA3",16.7785234899329,50,"Retained"
"PAK3",16.7785234899329,50,"Retained"
"PKNOX1",16.7785234899329,50,"Retained"
"PRPF18",16.7785234899329,50,"Retained"
"RBM4B",16.7785234899329,50,"Retained"
"RBPJL",16.7785234899329,50,"Retained"
"SHF",16.7785234899329,50,"Retained"
"SLC16A10",16.7785234899329,50,"Retained"
"SUPT20H",16.7785234899329,50,"Retained"
"TAF5L",16.7785234899329,50,"Retained"
"TNFRSF12A",16.7785234899329,50,"Retained"
"TOR3A",16.7785234899329,50,"Retained"
"TUBB2B",16.7785234899329,50,"Retained"
"ANKRD35",16.1073825503356,50,"Retained"
"ATP9B",16.1073825503356,50,"Retained"
"AVIL",16.1073825503356,50,"Retained"
"BBS9",16.1073825503356,50,"Retained"
"BCL9",16.1073825503356,50,"Retained"
"BRD1",16.1073825503356,50,"Retained"
"CA8",16.1073825503356,50,"Retained"
"CIT",16.1073825503356,50,"Retained"
"COP1",16.1073825503356,50,"Retained"
"CRACR2B",16.1073825503356,50,"Retained"
"DNAL4",16.1073825503356,50,"Retained"
"DPM3",16.1073825503356,50,"Retained"
"GPSM1",16.1073825503356,50,"Retained"
"GZMH",16.1073825503356,50,"Retained"
"HERC5",16.1073825503356,50,"Retained"
"IFI44",16.1073825503356,50,"Retained"
"IGHV4.34",16.1073825503356,50,"Retained"
"IGLV1.36",16.1073825503356,50,"Retained"
"METTL15",16.1073825503356,50,"Retained"
"MUC3A",16.1073825503356,50,"Retained"
"NOL4L",16.1073825503356,50,"Retained"
"PNO1",16.1073825503356,50,"Retained"
"RARRES1",16.1073825503356,50,"Retained"
"REEP4",16.1073825503356,50,"Retained"
"RHBDF2",16.1073825503356,50,"Retained"
"SLC9A7",16.1073825503356,50,"Retained"
"SLCO4C1",16.1073825503356,50,"Retained"
"SMIM12",16.1073825503356,50,"Retained"
"STX2",16.1073825503356,50,"Retained"
"TMEM168",16.1073825503356,50,"Retained"
"TMPRSS2",16.1073825503356,50,"Retained"
"TUBGCP5",16.1073825503356,50,"Retained"
"UPF3A",16.1073825503356,50,"Retained"
"ZNF706",16.1073825503356,50,"Retained"
"ARID3A",15.4362416107383,50,"Retained"
"AXL",15.4362416107383,50,"Retained"
"BAZ2A",15.4362416107383,50,"Retained"
"CD200",15.4362416107383,50,"Retained"
"CENPF",15.4362416107383,50,"Retained"
"CNDP1",15.4362416107383,50,"Retained"
"CTDSP1",15.4362416107383,50,"Retained"
"DHFR",15.4362416107383,50,"Retained"
"ERBB3",15.4362416107383,50,"Retained"
"ERN2",15.4362416107383,50,"Retained"
"FAM241A",15.4362416107383,50,"Retained"
"FUT3",15.4362416107383,50,"Retained"
"GIPC3",15.4362416107383,50,"Retained"
"GK",15.4362416107383,50,"Retained"
"GNA12",15.4362416107383,50,"Retained"
"IDO1",15.4362416107383,50,"Retained"
"MRPS18C",15.4362416107383,50,"Retained"
"NAB1",15.4362416107383,50,"Retained"
"NDUFA11",15.4362416107383,50,"Retained"
"NOS1",15.4362416107383,50,"Retained"
"NSMCE1",15.4362416107383,50,"Retained"
"PDF",15.4362416107383,50,"Retained"
"PEX7",15.4362416107383,50,"Retained"
"PLD4",15.4362416107383,50,"Retained"
"PLEKHA3",15.4362416107383,50,"Retained"
"PLSCR3",15.4362416107383,50,"Retained"
"POLA1",15.4362416107383,50,"Retained"
"POLI",15.4362416107383,50,"Retained"
"RAB19",15.4362416107383,50,"Retained"
"RAB3IP",15.4362416107383,50,"Retained"
"RCBTB2",15.4362416107383,50,"Retained"
"RFXANK",15.4362416107383,50,"Retained"
"RRP7A",15.4362416107383,50,"Retained"
"RTN2",15.4362416107383,50,"Retained"
"SIGLEC7",15.4362416107383,50,"Retained"
"SPN",15.4362416107383,50,"Retained"
"SVIP",15.4362416107383,50,"Retained"
"THBD",15.4362416107383,50,"Retained"
"TRAF3",15.4362416107383,50,"Retained"
"XPR1",15.4362416107383,50,"Retained"
"YPEL5",15.4362416107383,50,"Retained"
"ABCA6",14.7651006711409,50,"Retained"
"ADAM15",14.7651006711409,50,"Retained"
"ARL5B",14.7651006711409,50,"Retained"
"BTBD8",14.7651006711409,50,"Retained"
"CASZ1",14.7651006711409,50,"Retained"
"CDC34",14.7651006711409,50,"Retained"
"CDHR2",14.7651006711409,50,"Retained"
"ELF3",14.7651006711409,50,"Retained"
"EMB",14.7651006711409,50,"Retained"
"EPC1",14.7651006711409,50,"Retained"
"HAUS8",14.7651006711409,50,"Retained"
"HVCN1",14.7651006711409,50,"Retained"
"IAPP",14.7651006711409,50,"Retained"
"LNX1",14.7651006711409,50,"Retained"
"PLD2",14.7651006711409,50,"Retained"
"POMGNT1",14.7651006711409,50,"Retained"
"PTK6",14.7651006711409,50,"Retained"
"SHKBP1",14.7651006711409,50,"Retained"
"SNX14",14.7651006711409,50,"Retained"
"SOS2",14.7651006711409,50,"Retained"
"SRR",14.7651006711409,50,"Retained"
"ST7",14.7651006711409,50,"Retained"
"TAF3",14.7651006711409,50,"Retained"
"TCF3",14.7651006711409,50,"Retained"
"TRAF4",14.7651006711409,50,"Retained"
"TRMT13",14.7651006711409,50,"Retained"
"YOD1",14.7651006711409,50,"Retained"
"ZG16",14.7651006711409,50,"Retained"
"ARHGAP29",14.0939597315436,50,"Retained"
"C7orf50",14.0939597315436,50,"Retained"
"CCNH",14.0939597315436,50,"Retained"
"CEP128",14.0939597315436,50,"Retained"
"DMAC1",14.0939597315436,50,"Retained"
"DNAJB5",14.0939597315436,50,"Retained"
"DNMT3A",14.0939597315436,50,"Retained"
"ECD",14.0939597315436,50,"Retained"
"EPN3",14.0939597315436,50,"Retained"
"EYA3",14.0939597315436,50,"Retained"
"FMO1",14.0939597315436,50,"Retained"
"HLA.DQB1",14.0939597315436,50,"Retained"
"HNF4A",14.0939597315436,50,"Retained"
"IFT22",14.0939597315436,50,"Retained"
"IRF4",14.0939597315436,50,"Retained"
"ITPRIP",14.0939597315436,50,"Retained"
"JAK2",14.0939597315436,50,"Retained"
"KCTD9",14.0939597315436,50,"Retained"
"KLK11",14.0939597315436,50,"Retained"
"MAL2",14.0939597315436,50,"Retained"
"MBOAT2",14.0939597315436,50,"Retained"
"MED13",14.0939597315436,50,"Retained"
"MMP10",14.0939597315436,50,"Retained"
"MTURN",14.0939597315436,50,"Retained"
"NAP1L5",14.0939597315436,50,"Retained"
"NCKAP5L",14.0939597315436,50,"Retained"
"NDST1",14.0939597315436,50,"Retained"
"PDE1A",14.0939597315436,50,"Retained"
"PRMT2",14.0939597315436,50,"Retained"
"RHBDD3",14.0939597315436,50,"Retained"
"SIAH1",14.0939597315436,50,"Retained"
"SMAD1",14.0939597315436,50,"Retained"
"STK32C",14.0939597315436,50,"Retained"
"SVBP",14.0939597315436,50,"Retained"
"THEMIS",14.0939597315436,50,"Retained"
"TOPBP1",14.0939597315436,50,"Retained"
"ABT1",13.4228187919463,50,"Retained"
"ACOX2",13.4228187919463,50,"Retained"
"ACP3",13.4228187919463,50,"Retained"
"ADAMTSL1",13.4228187919463,50,"Retained"
"ALMS1",13.4228187919463,50,"Retained"
"ALOX15",13.4228187919463,50,"Retained"
"BAG4",13.4228187919463,50,"Retained"
"BLOC1S5",13.4228187919463,50,"Retained"
"BLOC1S6",13.4228187919463,50,"Retained"
"BUD23",13.4228187919463,50,"Retained"
"CAND2",13.4228187919463,50,"Retained"
"CDK11A",13.4228187919463,50,"Retained"
"CMSS1",13.4228187919463,50,"Retained"
"DDX60L",13.4228187919463,50,"Retained"
"DENND6A",13.4228187919463,50,"Retained"
"ENTPD3",13.4228187919463,50,"Retained"
"FAM111A",13.4228187919463,50,"Retained"
"FAM171A1",13.4228187919463,50,"Retained"
"FAM76A",13.4228187919463,50,"Retained"
"GXYLT1",13.4228187919463,50,"Retained"
"IGLV1.40",13.4228187919463,50,"Retained"
"IP6K1",13.4228187919463,50,"Retained"
"LYRM7",13.4228187919463,50,"Retained"
"MAN1C1",13.4228187919463,50,"Retained"
"MED13L",13.4228187919463,50,"Retained"
"MMP28",13.4228187919463,50,"Retained"
"MSMO1",13.4228187919463,50,"Retained"
"MT1F",13.4228187919463,50,"Retained"
"MYO15B",13.4228187919463,50,"Retained"
"NABP2",13.4228187919463,50,"Retained"
"NDUFB1",13.4228187919463,50,"Retained"
"NKAPD1",13.4228187919463,50,"Retained"
"NOTCH1",13.4228187919463,50,"Retained"
"OGFRL1",13.4228187919463,50,"Retained"
"PDZRN3",13.4228187919463,50,"Retained"
"RELL1",13.4228187919463,50,"Retained"
"ROMO1",13.4228187919463,50,"Retained"
"SGCB",13.4228187919463,50,"Retained"
"SH3TC1",13.4228187919463,50,"Retained"
"SLC2A5",13.4228187919463,50,"Retained"
"SLC7A1",13.4228187919463,50,"Retained"
"SSBP3",13.4228187919463,50,"Retained"
"SULT2B1",13.4228187919463,50,"Retained"
"TBC1D22B",13.4228187919463,50,"Retained"
"TENM3",13.4228187919463,50,"Retained"
"TPCN1",13.4228187919463,50,"Retained"
"TRAF3IP1",13.4228187919463,50,"Retained"
"USP33",13.4228187919463,50,"Retained"
"ZDHHC20",13.4228187919463,50,"Retained"
"ALS2",12.751677852349,50,"Retained"
"ATP6V1B1",12.751677852349,50,"Retained"
"ATR",12.751677852349,50,"Retained"
"BCL7A",12.751677852349,50,"Retained"
"C1GALT1C1",12.751677852349,50,"Retained"
"CABLES1",12.751677852349,50,"Retained"
"CD5",12.751677852349,50,"Retained"
"CNTRL",12.751677852349,50,"Retained"
"DPH7",12.751677852349,50,"Retained"
"ELL",12.751677852349,50,"Retained"
"FOXO3",12.751677852349,50,"Retained"
"IDNK",12.751677852349,50,"Retained"
"IGKV6.21",12.751677852349,50,"Retained"
"KDELR3",12.751677852349,50,"Retained"
"KDM2B",12.751677852349,50,"Retained"
"LIME1",12.751677852349,50,"Retained"
"LRRC14",12.751677852349,50,"Retained"
"MAP4K1",12.751677852349,50,"Retained"
"MCRS1",12.751677852349,50,"Retained"
"MTRES1",12.751677852349,50,"Retained"
"MTSS1",12.751677852349,50,"Retained"
"NCS1",12.751677852349,50,"Retained"
"PFKFB4",12.751677852349,50,"Retained"
"PIGU",12.751677852349,50,"Retained"
"PPP1R13B",12.751677852349,50,"Retained"
"PPP4R3B",12.751677852349,50,"Retained"
"PRKAG2",12.751677852349,50,"Retained"
"PUS7L",12.751677852349,50,"Retained"
"SCUBE2",12.751677852349,50,"Retained"
"SEMA4D",12.751677852349,50,"Retained"
"SPNS1",12.751677852349,50,"Retained"
"TENT4B",12.751677852349,50,"Retained"
"TMEM201",12.751677852349,50,"Retained"
"TNS4",12.751677852349,50,"Retained"
"TRAF7",12.751677852349,50,"Retained"
"TRANK1",12.751677852349,50,"Retained"
"TRIM11",12.751677852349,50,"Retained"
"YEATS2",12.751677852349,50,"Retained"
"ZFAND3",12.751677852349,50,"Retained"
"ZNF428",12.751677852349,50,"Retained"
"ADAM28",12.0805369127517,50,"Retained"
"ALKBH4",12.0805369127517,50,"Retained"
"AMACR",12.0805369127517,50,"Retained"
"ANGPTL4",12.0805369127517,50,"Retained"
"ANKRD52",12.0805369127517,50,"Retained"
"AOAH",12.0805369127517,50,"Retained"
"ARL14EP",12.0805369127517,50,"Retained"
"BCAR3",12.0805369127517,50,"Retained"
"C2orf76",12.0805369127517,50,"Retained"
"CARD9",12.0805369127517,50,"Retained"
"CENPH",12.0805369127517,50,"Retained"
"CFAP97",12.0805369127517,50,"Retained"
"CRADD",12.0805369127517,50,"Retained"
"CTU1",12.0805369127517,50,"Retained"
"DDHD1",12.0805369127517,50,"Retained"
"DNASE1L1",12.0805369127517,50,"Retained"
"EIF2AK3",12.0805369127517,50,"Retained"
"ETNK1",12.0805369127517,50,"Retained"
"FAM117B",12.0805369127517,50,"Retained"
"FAM234A",12.0805369127517,50,"Retained"
"FER1L6",12.0805369127517,50,"Retained"
"FRA10AC1",12.0805369127517,50,"Retained"
"GPBP1",12.0805369127517,50,"Retained"
"HMGXB4",12.0805369127517,50,"Retained"
"HSH2D",12.0805369127517,50,"Retained"
"IGHV1.2",12.0805369127517,50,"Retained"
"ING4",12.0805369127517,50,"Retained"
"MTMR11",12.0805369127517,50,"Retained"
"NHS",12.0805369127517,50,"Retained"
"NR1D2",12.0805369127517,50,"Retained"
"NSMCE4A",12.0805369127517,50,"Retained"
"OTULINL",12.0805369127517,50,"Retained"
